project,training_mode,size,run_id,run_name,state,url,step,timestamp,runtime,train_accuracy,val_accuracy
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27900,1762425541.053098,11361.048941850662,0.6582162841155647,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27950,1762425560.2027178,11380.198561668396,0.6684173669467787,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28000,1762425579.7482786,11399.744122505188,0.6669696625383479,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28050,1762425599.2832732,11419.279117107391,0.6675634577143525,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28100,1762425618.5639539,11438.559797763824,0.6679398148148148,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28150,1762425637.817176,11457.813019990921,0.5932379413801062,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28160,1762425641.8818004,11461.87764430046,,0.4262646087965028
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28200,1762425658.0099216,11478.00576543808,0.6638999431495167,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28250,1762425679.079529,11499.075372934341,0.6648326455754241,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28300,1762425700.3990595,11520.394903421402,0.6650761190638491,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28350,1762425719.4891822,11539.48502612114,0.6639511201629328,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28400,1762425738.8214645,11558.817308425903,0.6635138330574604,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,28450,1762425757.7106335,11577.70647740364,0.6713393803746024,
